Num_Acc,catv,obs,obsm,choc,manv,num_veh
200900023870,7,0,2,3,13,A01
200900023870,15,0,2,3,1,B02
200900023871,31,0,2,2,1,B01
200900023871,7,0,2,8,11,A01
200900023872,33,0,2,8,1,B01
200900023872,7,0,2,3,11,A01
200900023873,10,0,2,2,15,A01
200900023873,10,0,2,1,1,B02
200900023874,30,0,2,1,2,A01
200900023874,30,0,2,4,2,B02
200900023875,7,0,1,2,1,A01
200900023876,7,0,2,7,1,A01
200900023876,2,0,2,3,1,B01
200900023877,10,0,2,3,1,A01
200900023877,7,0,2,1,1,B02
200900023878,7,0,1,3,15,A01
200900023879,7,0,1,2,1,A01
200900023880,7,0,1,7,1,A01
200900023881,7,0,1,1,0,A01
200900023882,7,13,0,1,14,A01
200900023883,37,0,2,2,1,A01
200900023883,7,0,2,1,0,B01
200900023884,7,0,2,1,1,B02
200900023884,1,0,0,4,1,A01
200900023885,17,0,0,5,12,B02
200900023885,33,0,2,1,2,A01
200900023886,7,6,0,3,13,A01
200900023887,33,13,0,1,1,A01
200900023888,30,3,0,2,14,A01
200900023889,30,13,0,1,0,A01
200900023890,7,2,0,1,13,A01
200900023891,7,0,2,8,6,A01
200900023891,2,0,2,1,1,B02
200900023892,7,0,0,6,15,B02
200900023892,33,0,2,3,17,A01
200900023893,10,0,2,1,1,B02
200900023893,10,0,2,1,15,A01
200900023894,7,2,0,2,1,A01
200900023895,14,0,0,9,1,A01
200900023896,7,16,0,1,12,A01
200900023897,7,2,0,6,14,A01
200900023898,15,0,0,3,0,B02
200900023898,7,0,0,3,0,A01
200900023899,7,0,2,7,17,A01
200900023899,38,0,2,8,0,B02
200900023900,7,0,2,3,13,A01
200900023900,7,0,2,3,1,B02
200900023901,33,0,2,5,1,B01
200900023901,7,0,2,3,1,A01
200900023902,14,0,1,4,4,A01
200900023903,7,0,0,1,1,A01
200900023904,7,0,2,3,15,A01
200900023904,7,0,2,1,1,B01
200900023905,2,0,9,1,0,A01
200900023906,30,0,2,3,1,B01
200900023906,7,0,2,7,20,A01
200900023907,7,0,2,7,0,A01
200900023908,7,0,2,2,15,A01
200900023908,2,0,2,2,1,B01
200900023909,37,0,1,7,1,A01
200900023910,7,1,1,7,0,A01
200900023911,7,0,2,4,1,C01
200900023911,7,0,2,1,2,A01
200900023911,7,0,2,4,1,B01
200900023912,7,0,2,8,1,B01
200900023912,7,0,2,1,15,A01
200900023913,7,0,2,1,1,A01
200900023913,7,0,2,4,1,B01
200900023914,2,0,2,3,1,B01
200900023914,7,0,2,3,15,A01
200900023915,1,0,2,0,15,A01
200900023915,7,0,2,3,1,B01
200900023916,7,0,2,3,15,A01
200900023916,32,0,2,8,1,B01
200900023917,32,0,2,2,17,A01
200900023917,7,0,2,8,15,B01
200900023918,7,0,1,0,0,A01
200900023919,7,0,2,7,16,B01
200900023919,2,0,2,8,1,A01
200900023920,7,0,0,9,1,A01
200900023921,7,0,2,4,1,B01
200900023921,7,0,2,4,1,C01
200900023921,7,0,2,1,1,A01
200900023922,7,0,1,5,1,A01
200900023923,33,0,2,1,1,A01
200900023923,36,0,2,4,1,B01
200900023924,7,0,2,3,15,B01
200900023924,7,0,2,2,1,A01
200900023925,2,0,2,1,17,A01
200900023925,7,0,2,3,15,B02
200900023926,7,13,0,2,1,A01
200900023927,7,2,0,1,15,A01
200900023928,30,1,0,2,14,A01
200900023928,7,0,0,6,0,B02
200900023929,10,0,2,8,15,B02
200900023929,33,0,2,7,17,A01
200900023930,7,13,0,9,1,A01
200900023931,7,0,0,3,1,A01
200900023932,7,0,2,1,1,B02
200900023932,1,0,2,8,1,A01
200900023933,30,0,2,1,21,A01
200900023933,10,0,2,8,21,B02
200900023934,31,0,2,1,21,A01
200900023935,7,0,0,0,16,A01
200900023936,7,0,0,7,1,A01
200900023937,30,0,2,8,1,B02
200900023937,33,0,2,1,1,A01
200900023938,7,4,0,2,1,A01
200900023939,33,14,0,3,1,B01
200900023940,1,0,1,1,1,A01
200900023941,7,0,2,1,1,A01
200900023941,7,0,2,4,23,B01
200900023942,1,0,2,4,1,B01
200900023942,10,0,2,2,1,A01
200900023943,7,0,2,4,1,A01
200900023943,7,0,2,0,17,E01
200900023943,7,0,2,1,1,B01
200900023943,7,0,2,1,1,C01
200900023943,7,0,2,1,1,D01
200900023944,2,0,2,7,1,B01
200900023944,1,0,2,1,1,A01
200900023945,32,0,2,1,1,A01
200900023945,10,0,0,3,0,B01
200900023946,7,8,1,1,1,A01
200900023947,15,0,2,3,1,A01
200900023947,7,0,2,3,17,B01
200900023948,7,0,1,1,0,A01
200900023949,7,0,0,5,16,B02
200900023949,33,0,2,1,2,A01
200900023950,7,0,0,1,19,A01
200900023951,7,13,0,3,13,A01
200900023952,7,0,2,3,16,A01
200900023952,7,0,2,1,2,B02
200900023953,33,13,0,0,1,A01
200900023954,7,0,2,6,4,A01
200900023954,33,0,2,2,1,B02
200900023955,7,16,0,9,1,A01
200900023956,10,0,2,1,1,A01
200900023956,99,0,2,7,19,B02
200900023957,7,13,0,9,1,A01
200900023958,15,0,2,3,21,B02
200900023958,17,0,2,1,13,A01
200900023959,7,0,2,3,13,A01
200900023959,17,0,2,3,1,B02
200900023960,33,16,0,9,1,A01
200900023961,7,0,2,7,17,A01
200900023961,7,0,2,8,1,B01
200900023962,33,13,0,0,1,A01
200900023963,33,0,6,1,1,A01
200900023964,15,0,1,1,1,A01
200900023965,7,0,2,2,1,A01
200900023965,7,0,2,2,15,B02
200900023966,7,0,2,8,19,B02
200900023966,7,0,2,1,1,A01
200900023967,7,0,2,3,1,B02
200900023967,7,0,2,3,13,A01
200900023968,7,0,2,7,1,B02
200900023968,21,3,2,1,19,A01
200900023969,7,0,2,4,15,A01
200900023969,30,0,2,1,17,B02
200900023970,7,0,2,4,2,B02
200900023970,30,0,2,1,2,A01
200900023971,7,6,0,8,14,A01
200900023972,7,0,2,3,15,A01
200900023972,31,14,2,1,17,B02
200900023973,7,0,1,1,1,A01
200900023974,7,0,1,1,1,A01
200900023975,7,0,2,4,1,B01
200900023975,30,0,2,1,2,A01
200900023976,30,0,2,4,2,B01
200900023976,7,0,2,2,1,A01
200900023977,33,2,0,3,1,A01
200900023978,33,0,2,1,1,B02
200900023978,7,0,2,2,15,A01
200900023979,33,0,2,1,1,B02
200900023979,7,0,2,1,15,A01
200900023980,7,0,2,1,1,B02
200900023980,7,0,2,3,19,A01
200900023981,7,0,2,1,1,A01
200900023981,7,0,2,8,19,B02
200900023982,33,0,2,1,1,B02
200900023982,7,0,2,8,19,A01
200900023983,2,0,2,1,1,B02
200900023983,7,0,0,5,15,A01
200900023984,7,0,2,4,23,B02
200900023984,30,0,2,1,1,A01
200900023985,2,0,0,1,1,B01
200900023985,7,0,2,3,19,A01
200900023986,33,0,0,1,0,A01
200900023987,31,0,2,1,1,B01
200900023987,2,0,0,0,0,A01
200900023988,7,0,0,2,1,A01
200900023989,7,0,2,3,13,A01
200900023989,33,0,2,1,1,B02
200900023990,7,0,2,8,15,A01
200900023990,31,0,2,1,17,B02
200900023991,7,3,0,1,14,A01
200900023992,7,0,0,1,1,A01
200900023993,30,0,2,8,13,A01
200900023993,7,0,2,1,17,B02
200900023994,7,0,2,1,1,B01
200900023994,7,0,2,8,19,A01
200900023995,32,0,6,1,1,A01
200900023996,7,0,1,0,0,A01
200900023997,7,0,2,0,15,A01
200900023997,30,0,2,0,17,B02
200900023998,7,0,1,0,0,A01
200900023999,7,0,1,0,15,A01
200900024000,7,0,0,7,1,A01
200900024000,7,0,2,0,1,B02
200900024001,7,0,2,1,1,B01
200900024001,7,0,2,3,1,A01
200900024002,7,13,0,1,19,A01
200900024003,7,16,0,0,13,A01
200900024004,7,13,0,9,1,A01
200900024005,7,0,2,3,13,A01
200900024005,7,0,2,3,15,B02
200900024006,7,0,1,7,1,A01
200900024007,7,0,1,3,1,A01
200900024008,7,0,2,1,1,B02
200900024008,7,0,2,1,1,A01
200900024009,7,0,2,2,1,B02
200900024009,33,0,2,1,13,A01
200900024010,7,0,0,0,0,B02
200900024010,7,0,2,3,11,A01
200900024011,7,2,0,1,1,A01
200900024012,7,0,2,3,6,A01
200900024012,30,0,2,1,1,B02
200900024013,7,0,2,3,15,A01
200900024013,7,0,2,2,17,B02
200900024014,7,0,2,4,1,B02
200900024014,34,0,2,1,1,A01
200900024015,7,0,1,1,14,A01
200900024016,7,0,2,0,1,A01
200900024017,7,2,0,0,0,A01
200900024018,31,0,0,1,1,A01
200900024019,7,0,2,0,0,B01
200900024019,7,0,2,4,2,C01
200900024019,7,0,2,4,2,D01
200900024019,10,0,2,1,2,A01
200900024020,7,0,2,3,13,B01
200900024020,7,0,2,2,1,A01
200900024021,32,0,0,0,2,B01
200900024021,7,0,2,0,2,A01
200900024022,30,0,0,0,1,A01
200900024023,2,0,2,0,1,B01
200900024023,30,0,2,8,1,A01
200900024024,7,0,2,1,15,A01
200900024024,7,0,2,1,1,B01
200900024025,7,0,0,9,0,A01
200900024026,1,0,2,4,1,B01
200900024026,7,0,9,1,14,A01
200900024027,7,0,2,1,2,A01
200900024027,7,3,2,4,2,B01
200900024028,32,12,0,0,17,A01
200900024029,7,0,2,4,1,B01
200900024029,32,0,2,0,2,A01
200900024030,33,0,0,0,1,A01
200900024031,7,0,2,2,1,B01
200900024031,7,0,2,1,9,A01
200900024032,99,14,2,2,1,B01
200900024032,7,12,2,0,9,A01
200900024033,7,0,0,0,1,B01
200900024033,31,0,2,1,1,A01
200900024033,7,0,0,0,11,C01
200900024034,7,0,2,5,12,B01
200900024034,31,0,2,0,1,A01
200900024035,32,0,2,3,9,B01
200900024035,7,0,2,1,1,A01
200900024036,33,0,2,8,11,B01
200900024036,7,0,2,4,1,C01
200900024036,7,0,2,1,1,A01
200900024037,2,0,2,0,1,B01
200900024037,7,0,2,3,9,A01
200900024038,7,0,2,3,0,D01
200900024038,7,0,2,5,0,C01
200900024038,33,0,2,8,0,A01
200900024038,7,0,2,5,0,B01
200900024039,32,0,2,0,1,A01
200900024040,10,0,2,2,1,B02
200900024040,7,0,2,2,1,A01
200900024041,7,13,2,4,13,B02
200900024041,7,0,2,1,2,A01
200900024041,7,16,0,8,1,C03
200900024041,7,14,0,1,1,D04
200900024042,30,0,0,7,1,A01
200900024043,38,0,1,1,17,A01
200900024044,7,0,2,3,1,B02
200900024044,7,0,2,3,1,A01
200900024045,7,0,2,2,13,A01
200900024045,7,0,2,1,1,B02
200900024046,33,0,2,1,2,A01
200900024046,7,0,0,6,10,B02
200900024047,33,0,2,1,1,B02
200900024047,7,0,2,2,15,A01
200900024048,7,2,0,7,13,A01
200900024049,33,0,2,1,1,B02
200900024049,7,0,2,3,13,A01
200900024049,33,0,2,8,19,C03
200900024050,7,0,2,3,13,A01
200900024050,7,0,2,3,1,B02
200900024051,7,0,2,1,1,B02
200900024052,7,0,2,1,1,B02
200900024052,7,0,2,1,13,A01
200900024053,7,10,0,1,1,A01
200900024054,7,0,2,3,13,A01
200900024054,33,0,2,1,1,B02
200900024055,7,2,0,1,0,A01
200900024056,7,0,2,1,13,A01
200900024056,7,0,2,3,1,B02
200900024056,7,0,2,7,21,C03
200900024057,7,0,1,1,1,A01
200900024058,7,1,1,2,1,A01
200900024059,7,3,0,1,1,A01
200900024060,7,0,2,3,17,A01
200900024060,7,0,2,3,1,B02
200900024061,7,2,0,9,1,A01
200900024062,32,12,0,0,1,A01
200900024063,33,0,2,0,1,B01
200900024063,7,0,2,1,9,A01
200900024064,7,0,2,0,2,A01
200900024064,7,0,2,1,2,B01
200900024065,33,0,2,0,1,B01
200900024065,7,0,2,0,9,A01
200900024066,33,1,2,0,1,A01
200900024067,10,0,2,1,1,B01
200900024067,34,0,2,0,13,A01
200900024068,7,0,2,0,1,A01
200900024068,7,0,2,4,1,B01
200900024069,7,0,2,6,4,A01
200900024069,7,0,2,2,1,B01
200900024070,30,0,0,1,1,A01
200900024071,7,0,2,1,9,A01
200900024071,7,0,2,7,1,B01
200900024072,30,0,0,0,1,A01
200900024073,7,0,2,1,13,A01
200900024073,7,0,2,4,0,B01
200900024074,7,0,2,4,2,B01
200900024074,7,0,2,0,2,A01
200900024074,7,0,2,1,2,C01
200900024075,33,0,2,8,1,B01
200900024075,7,0,2,0,20,A01
200900024076,33,0,2,7,17,B01
200900024076,7,0,2,8,15,A01
200900024077,7,0,2,0,9,A01
200900024077,7,0,2,0,1,B01
200900024078,7,0,1,0,0,A01
200900024079,7,0,2,4,2,B01
200900024079,7,0,2,2,2,A01
200900024080,99,1,0,9,1,A01
200900024081,7,13,0,1,1,A01
200900024082,33,0,1,1,1,A01
200900024083,7,0,2,1,9,A01
200900024083,7,0,2,1,1,B01
200900024084,7,0,2,4,1,B01
200900024084,7,0,2,1,1,A01
200900024085,30,0,2,0,0,B01
200900024085,7,12,0,0,15,A01
200900024086,7,0,2,1,1,B01
200900024086,7,16,0,0,1,A01
200900024087,7,0,0,8,1,B02
200900024087,7,0,2,1,13,A01
200900024088,33,0,2,1,1,A01
200900024088,30,0,2,8,19,B02
200900024089,33,0,2,3,17,A01
200900024089,7,0,2,1,1,C03
200900024090,32,0,2,1,0,D04
200900024090,7,0,2,4,2,C03
200900024090,7,0,2,4,23,B02
200900024090,7,0,0,4,23,A01
200900024091,30,0,2,7,17,A01
200900024091,7,0,2,8,1,B02
200900024092,10,0,2,1,13,A01
200900024092,10,0,2,3,14,B02
200900024093,7,0,1,3,9,A01
200900024094,7,0,2,3,15,B02
200900024094,32,0,2,7,17,A01
200900024095,7,0,2,3,13,A01
200900024095,7,0,2,3,1,B02
200900024096,7,0,2,1,13,A01
200900024096,7,0,2,1,1,B02
200900024097,7,13,0,1,1,A01
200900024098,30,13,0,2,1,A01
200900024099,7,0,1,1,9,A01
200900024100,1,0,0,0,0,A01
200900024101,32,0,2,1,17,B02
200900024101,7,0,2,3,15,A01
200900024102,7,0,0,0,0,A01
200900024102,7,0,2,1,1,B02
200900024103,7,0,2,5,1,B01
200900024103,7,0,2,0,0,A01
200900024103,7,0,2,8,1,C01
200900024104,7,0,2,7,15,A01
200900024104,30,0,2,1,1,B01
200900024105,7,0,2,8,1,A01
200900024105,7,0,2,1,21,B01
200900024106,30,0,2,1,21,B01
200900024106,7,0,2,2,15,A01
200900024107,1,0,2,1,15,B01
200900024107,7,0,2,7,1,A01
200900024108,2,0,2,8,10,A01
200900024108,7,0,2,2,21,B01
200900024109,7,0,1,2,1,A01
200900024110,7,0,2,3,15,A01
200900024110,7,0,2,1,1,B01
200900024111,7,0,2,1,5,A01
200900024111,7,0,2,1,21,B01
200900024112,7,0,2,8,13,A01
200900024112,7,0,2,7,17,B01
200900024113,7,0,0,9,1,A01
200900024114,7,3,0,3,1,A01
200900024115,7,4,0,2,1,A01
200900024116,7,0,2,1,1,B01
200900024116,15,0,2,8,19,A01
200900024117,10,0,2,4,0,B01
200900024117,10,0,2,0,0,C01
200900024117,10,0,2,1,0,A01
200900024118,10,0,2,6,0,B01
200900024118,2,0,2,1,0,A01
200900024119,7,0,2,3,1,B01
200900024119,7,0,2,2,15,A01
200900024120,7,0,0,7,1,A01
200900024121,7,0,2,1,1,A01
200900024121,7,0,2,2,13,B01
200900024122,7,0,2,1,14,A01
200900024122,33,0,2,6,1,B01
200900024123,7,0,2,2,16,A01
200900024123,1,0,2,3,1,B01
200900024124,1,0,1,2,0,A01
200900024125,7,0,1,1,0,A01
200900024126,7,0,1,1,1,A01
200900024127,2,0,0,0,1,A01
200900024128,7,0,2,3,16,A01
200900024128,7,0,2,3,1,B01
200900024129,7,6,0,1,0,A01
200900024130,7,0,2,0,0,B01
200900024130,30,0,2,0,0,A01
200900024131,7,0,1,1,1,A01
200900024132,2,0,2,4,23,B01
200900024132,7,0,2,1,1,A01
200900024133,2,0,2,1,1,B01
200900024133,10,0,2,2,19,A01
200900024134,7,0,2,1,1,B01
200900024134,33,0,2,1,5,A01
200900024135,7,0,2,3,0,A01
200900024135,1,0,2,7,0,B01
200900024136,7,0,2,7,1,B01
200900024136,7,0,2,1,1,A01
200900024137,30,0,2,1,1,A01
200900024137,7,0,2,2,16,B01
200900024138,10,0,2,5,16,B01
200900024138,1,0,2,0,18,A01
200900024139,7,1,0,1,0,A01
200900024140,7,0,2,7,17,A01
200900024140,1,0,2,8,1,B01
200900024141,7,0,2,1,1,A01
200900024141,1,0,2,4,1,B01
200900024142,2,0,2,6,18,A01
200900024142,7,0,2,2,1,B01
200900024143,7,0,1,8,24,A01
200900024143,1,0,2,1,1,B01
200900024144,7,0,1,2,15,A01
200900024145,7,7,0,1,1,A01
200900024146,33,0,2,1,2,A01
200900024146,7,0,0,4,23,B01
200900024147,31,0,2,1,1,A01
200900024147,7,0,2,2,0,B01
200900024148,3,1,0,8,14,A01
200900024149,30,0,0,0,0,A01
200900024150,7,0,2,1,1,A01
200900024150,7,0,2,4,1,B01
200900024151,30,0,2,7,9,A01
200900024151,2,0,2,1,1,B01
200900024152,7,0,2,1,2,A01
200900024152,7,0,2,4,2,B01
200900024153,7,14,0,1,1,A01
200900024154,7,1,0,1,2,A01
200900024154,7,0,2,0,2,B01
200900024155,7,0,2,8,15,B01
200900024155,33,0,2,1,17,A01
200900024155,7,0,2,3,23,C01
200900024156,33,0,0,0,0,A01
200900024157,7,0,2,2,1,A01
200900024157,1,0,2,1,19,B01
200900024158,7,0,2,1,1,B01
200900024158,30,0,2,3,19,A01
200900024159,7,0,2,5,1,A01
200900024159,3,0,2,1,1,B01
200900024160,33,0,2,1,1,B01
200900024160,7,0,2,2,15,A01
200900024161,13,0,2,4,2,A01
200900024161,7,0,2,1,2,B01
200900024162,30,0,2,1,2,A01
200900024162,7,0,0,4,23,B01
200900024163,1,0,0,1,1,A01
200900024164,7,0,2,1,1,A01
200900024164,1,0,2,6,1,B01
200900024165,7,6,0,2,1,A01
200900024166,7,11,0,9,1,A01
200900024167,7,6,2,3,1,B01
200900024167,7,0,2,3,13,A01
200900024168,7,7,0,1,1,A01
200900024169,31,0,2,1,13,A01
200900024169,7,0,2,2,1,B02
200900024170,7,8,0,2,1,A01
200900024171,33,0,0,0,1,B02
200900024172,7,0,1,2,1,A01
200900024173,30,0,1,1,1,A01
200900024174,30,5,0,0,1,A01
200900024175,33,3,0,8,1,A01
200900024176,7,0,0,9,1,A01
200900024177,7,0,2,1,1,A01
200900024177,7,0,2,1,1,B02
200900024178,3,6,0,1,1,A01
200900024179,33,0,2,8,1,A01
200900024179,10,0,2,8,17,B02
200900024180,7,2,0,7,13,A01
200900024181,7,0,2,1,1,A01
200900024181,7,0,2,7,19,B02
200900024182,7,2,0,1,13,A01
200900024183,33,5,0,1,13,A01
200900024184,20,0,2,4,1,B02
200900024184,30,0,2,1,1,A01
200900024185,7,0,0,5,15,A01
200900024185,33,0,2,1,1,B02
200900024186,7,0,2,3,13,A01
200900024186,7,0,9,1,1,D04
200900024186,99,0,2,3,1,B02
200900024186,7,0,9,1,1,C03
200900024187,7,0,9,1,16,A01
200900024187,1,0,2,4,1,B02
200900024188,7,0,2,1,2,A01
200900024188,10,0,2,4,2,C03
200900024188,7,0,2,4,2,B02
200900024189,33,0,2,1,1,B02
200900024189,7,0,2,5,15,A01
200900024190,7,0,2,3,1,A01
200900024190,7,0,2,3,1,B02
200900024191,33,0,2,7,11,B02
200900024191,7,0,2,8,2,A01
200900024192,30,12,0,7,1,A01
200900024193,7,0,2,2,13,A01
200900024193,7,0,2,2,1,B02
200900024194,7,2,0,1,1,A01
200900024195,7,2,0,1,13,A01
200900024196,33,2,0,1,19,A01
200900024197,30,0,0,8,1,A01
200900024198,7,0,2,7,13,A01
200900024198,10,0,2,1,1,B02
200900024199,1,0,2,1,19,A01
200900024199,7,0,2,2,1,B02
200900024200,7,0,1,2,0,A01
200900024201,10,0,2,7,15,A01
200900024201,2,0,2,1,1,B01
200900024202,32,0,0,7,1,A01
200900024203,2,0,2,1,1,A01
200900024203,7,0,2,1,1,B01
200900024204,21,0,2,8,1,A01
200900024204,32,0,2,1,1,B02
200900024205,31,0,2,1,13,A01
200900024205,7,0,2,1,1,B02
200900024206,7,0,2,4,1,C01
200900024206,7,0,2,3,1,B01
200900024206,31,0,2,9,5,A01
200900024207,15,0,2,2,1,B01
200900024207,7,0,2,4,23,A01
200900024208,7,2,0,1,14,A01
200900024209,7,0,0,4,2,B01
200900024209,7,0,2,1,2,A01
200900024210,33,0,2,1,1,A01
200900024210,7,0,0,1,0,B01
200900024211,7,0,2,1,1,B01
200900024211,2,0,2,1,0,A01
200900024212,7,0,2,8,13,A01
200900024212,33,0,2,7,1,B01
200900024213,7,0,2,1,1,B01
200900024213,7,0,2,8,9,C01
200900024213,30,0,2,1,0,A01
200900024214,34,13,0,1,13,A01
200900024215,7,0,0,4,23,C01
200900024215,7,0,2,4,23,B01
200900024215,7,0,2,1,2,A01
200900024216,1,0,0,8,1,A01
200900024217,33,0,0,1,1,A01
200900024218,30,0,1,2,1,A01
200900024219,30,0,2,1,1,A01
200900024219,7,0,2,2,15,B01
200900024220,7,8,0,2,14,A01
200900024221,7,1,0,1,1,A01
200900024222,10,16,0,9,14,A01
200900024223,7,13,0,2,1,A01
200900024224,30,0,2,1,13,B02
200900024224,7,0,2,1,1,A01
200900024225,7,0,2,3,13,A01
200900024225,7,0,2,3,1,B02
200900024226,33,0,2,1,1,A01
200900024226,7,0,2,2,19,B02
200900024227,7,0,0,2,1,A01
200900024228,7,13,0,4,1,A01
200900024229,7,0,2,3,1,B02
200900024229,33,0,2,3,13,A01
200900024230,7,0,2,1,1,B02
200900024230,7,0,2,8,19,A01
200900024231,30,0,2,2,1,B02
200900024231,7,0,2,2,15,A01
200900024232,10,0,1,2,1,A01
200900024233,7,0,2,8,19,B02
200900024233,33,0,2,9,17,A01
200900024234,7,0,2,1,1,C03
200900024234,7,0,0,6,16,B02
200900024234,7,0,2,1,13,A01
200900024235,16,0,2,2,15,A01
200900024235,7,0,2,1,1,B02
200900024236,10,0,0,1,1,A01
200900024236,30,0,0,8,19,B02
200900024237,30,0,2,1,17,A01
200900024237,7,0,2,6,16,B02
200900024238,7,0,1,0,1,A01
200900024239,7,0,2,3,17,A01
200900024239,7,0,2,3,1,B02
200900024240,7,0,2,3,1,A01
200900024240,7,0,2,2,9,B02
200900024241,7,0,2,7,21,A01
200900024241,7,0,2,2,1,B02
200900024242,7,0,2,3,1,A01
200900024242,7,0,2,3,1,B01
200900024243,30,0,2,1,1,A01
200900024243,7,0,2,8,1,B01
200900024244,2,16,0,1,1,A01
200900024245,7,0,2,1,1,B01
200900024245,7,0,2,2,15,A01
200900024246,7,0,2,3,16,A01
200900024246,10,0,2,3,1,B01
200900024247,7,0,1,7,1,A01
200900024248,7,0,2,1,1,A01
200900024248,7,0,2,4,1,B01
200900024249,7,0,2,7,15,A01
200900024249,7,0,2,2,1,B01
200900024250,7,0,1,7,1,A01
200900024251,7,0,2,1,1,A01
200900024251,2,0,2,4,1,B01
200900024252,7,0,2,1,1,A01
200900024252,2,0,2,8,1,B01
200900024253,7,0,2,1,1,B01
200900024253,7,0,2,3,15,A01
200900024254,10,0,2,2,12,A01
200900024254,3,0,2,3,1,B01
200900024255,7,0,2,1,5,A01
200900024255,7,0,2,1,1,B01
200900024256,7,0,1,0,1,A01
200900024257,7,0,2,4,1,B01
200900024257,7,0,2,5,1,A01
200900024258,7,0,2,1,1,B01
200900024258,7,0,2,8,5,A01
200900024259,33,0,2,8,1,B01
200900024259,7,0,2,2,12,A01
200900024260,10,0,1,3,1,A01
200900024261,7,0,2,4,1,C01
200900024261,7,0,2,4,1,D01
200900024261,7,0,2,1,1,A01
200900024261,7,0,2,4,1,B01
200900024262,7,0,1,1,1,A01
200900024263,7,0,1,3,1,A01
200900024264,7,0,2,1,1,A01
200900024264,31,0,2,8,1,B01
200900024265,7,0,2,2,1,B01
200900024265,1,0,2,0,0,A01
200900024266,7,0,1,1,1,A01
200900024267,7,2,0,1,1,A01
200900024268,7,0,2,1,1,A01
200900024268,33,0,2,1,1,B01
200900024269,7,0,2,8,1,B01
200900024269,7,0,2,1,1,A01
200900024270,33,0,2,1,1,A01
200900024270,7,0,2,5,1,B01
200900024271,7,0,2,2,1,B01
200900024271,7,0,2,1,15,A01
200900024272,7,0,2,6,1,B01
200900024272,7,0,2,1,1,A01
200900024273,33,0,2,7,1,B01
200900024273,7,0,2,6,15,A01
200900024274,10,0,2,3,1,B01
200900024274,7,0,2,7,10,A01
200900024275,7,0,2,4,1,B01
200900024275,32,0,2,1,2,A01
200900024276,7,0,2,3,15,B01
200900024276,7,0,2,1,1,A01
200900024277,32,0,2,1,15,B01
200900024277,7,0,2,8,15,A01
200900024278,32,0,2,1,17,A01
200900024278,7,0,2,8,15,B01
200900024279,7,0,2,5,0,B01
200900024279,2,0,2,3,0,A01
200900024280,30,0,0,1,1,A01
200900024281,7,0,2,1,1,B01
200900024281,7,0,2,7,15,A01
200900024282,2,0,2,1,1,A01
200900024282,7,0,2,3,15,B01
200900024283,1,0,0,0,1,A01
200900024284,7,0,1,0,0,A01
200900024285,2,0,2,1,17,B01
200900024285,7,0,2,3,15,A01
200900024286,7,0,2,2,16,B01
200900024286,2,0,2,8,18,A01
200900024287,7,0,2,1,1,A01
200900024287,1,0,2,7,1,C01
200900024287,1,0,2,7,1,B01
200900024288,7,0,2,1,1,A01
200900024288,13,0,2,6,1,B01
200900024289,7,0,2,7,1,A01
200900024289,1,0,2,8,13,B01
200900024290,7,0,1,2,15,A01
200900024291,7,0,2,4,1,C01
200900024291,7,0,2,4,1,B01
200900024291,7,0,2,1,1,A01
200900024292,7,0,2,4,17,B01
200900024292,33,0,2,1,1,A01
200900024293,7,0,0,6,13,A01
200900024293,1,0,2,3,17,B01
200900024294,2,0,2,0,9,A01
200900024294,7,0,2,3,1,B01
200900024295,7,13,0,1,1,A01
200900024296,10,0,1,1,0,A01
200900024297,10,13,0,9,1,A01
200900024298,33,0,2,1,1,B02
200900024298,7,0,2,7,19,A01
200900024299,33,0,0,0,1,B02
200900024299,7,0,0,0,16,A01
200900024300,7,0,2,2,1,D04
200900024300,33,0,2,1,1,C03
200900024300,7,0,2,1,13,A01
200900024300,33,0,2,1,1,B02
200900024301,30,0,2,8,1,C03
200900024301,7,0,2,3,17,A01
200900024301,7,0,2,3,1,B02
200900024302,7,1,1,6,20,A01
200900024303,33,0,2,1,1,A01
200900024303,21,0,2,5,19,B02
200900024304,30,0,2,1,1,A01
200900024304,7,0,2,2,1,B02
200900024305,1,0,2,6,2,B02
200900024305,10,0,9,2,2,A01
200900024306,7,0,2,3,1,B02
200900024306,7,0,2,1,13,A01
200900024307,7,13,0,1,1,A01
200900024308,33,6,0,1,14,A01
200900024309,7,0,1,7,1,A01
200900024310,7,0,2,3,1,A01
200900024310,10,0,2,1,13,B02
200900024311,7,13,0,2,1,A01
200900024312,7,0,2,4,15,B02
200900024312,7,0,2,1,1,A01
200900024313,7,0,0,0,1,A01
200900024314,36,0,0,0,1,A01
200900024315,7,2,0,3,14,A01
200900024316,7,0,2,4,1,B01
200900024316,7,0,2,1,1,A01
200900024317,7,1,2,1,1,A01
200900024317,7,0,2,6,1,B01
200900024318,1,12,0,1,1,A01
200900024319,7,0,2,2,15,A01
200900024319,1,0,2,1,1,B01
200900024320,7,0,2,5,0,A01
200900024320,7,0,2,1,1,B01
200900024321,7,2,0,8,13,A01
200900024322,7,0,2,4,0,A01
200900024322,7,0,2,1,0,B01
200900024322,7,0,2,1,0,C01
200900024323,2,0,2,1,1,A01
200900024323,7,0,2,4,1,B01
200900024324,7,0,1,1,1,A01
200900024325,10,0,2,8,1,B01
200900024325,10,0,2,1,1,A01
200900024326,7,0,2,7,17,A01
200900024326,2,0,2,1,1,B01
200900024327,7,0,2,8,9,A01
